SampleID,StationID,Station_D,SampleDateTime,Latitude,Longitude,Depth,Temperature,Salinity,Sigma-T,Conductivity,Beam Attenuation,Chla Fluor,Dissolved Oxygen (Model 43),DO % Saturation,Air Irradiance,Water Irradiance,pH <2>,TA in (mmol/kgSW),TCO2 in (mmol/kgSW),t(oC) out,P (dbars) out,pH out,fCO2 out (matm),pCO2 out (matm),HCO3 out (mmol/kgSW),CO3 out (mmol/kgSW),CO2 out (mmol/kgSW),B Alk out (mmol/kgSW),OH out (mmol/kgSW),P Alk out (mmol/kgSW),Si Alk out (mmol/kgSW) ,Revelle out,WCa out,WAr out,xCO2 out (dry at 1 atm) (ppm),Field Replicate,Data Source,VINDTA Sample Name,Sampled Bottle Name,Sampling Date,Sampling Depth,Salinity - Carolina,Salinity - Ries ,Run T,Sampling T,Pressure,Comments
WN181035,F06,F06-s,2/6/2018 9:01,42.17222214,-70.57616425,1.705310225,2.830356121,32.32024384,25.76067734,29.32064247,0.806548595,1.561549544,10.81902885,99.44431305,404.124176,242.3330994,8.155737877,2172.899745,2054.703878,2.830356121,11.70530987,8.121287789,388.4421883,390.0923722,1940.889961,91.53899374,22.27493261,48.24957147,0.689833403,0,0,15.19407869,2.213014388,1.386744418,392.9428989,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN181061,N07,N07-d,2/6/2018 10:28,42.35613251,-70.70628357,46.26205826,3.658645153,32.56344223,25.88145828,30.23257065,0.666078508,1.196860909,10.37959671,97.56364441,458.3022461,0.103667215,8.198835373,2188.632792,2070.202733,3.658645153,56.26205826,8.103063174,410.9650338,412.6916692,1955.045541,92.33600845,22.82117606,48.19613502,0.727057032,0,0,15.17067816,2.208603122,1.386757933,415.8903244,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN181063,N07,N07-m,2/6/2018 10:30,42.35642624,-70.70593262,22.33684921,3.655903578,32.51732254,25.84486389,30.181036,0.646375477,1.544150114,10.49977303,98.65628052,442.6817932,6.163715839,8.206285477,2190.13213,2068.232709,3.655903578,32.33684921,8.114467367,400.7623322,402.4461634,1951.627667,94.34213776,22.26294064,49.08401638,0.7440129,0,0,15.01667718,2.268110507,1.423548794,405.5648798,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN181065,N07,N07-s,2/6/2018 10:33,42.35662079,-70.70556641,1.745926499,3.577258348,32.49846649,25.83707809,30.09026146,0.645535052,1.253582597,10.57014942,99.11103058,468.1722717,285.5084229,8.214068413,2180.636326,2066.272738,3.577258348,11.74592686,8.095857772,419.0431898,420.805679,1952.940379,89.98379856,23.34859912,47.03080866,0.705530312,0,0,15.34292105,2.172690105,1.363139186,424.0485253,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN181091,F22,F22-d,2/6/2018 12:16,42.47991562,-70.61734772,77.5519104,4.442439556,32.69391251,25.90782166,31.0187645,0.696459174,0.601805866,9.846513748,94.44096375,918.246582,0.129049569,8.183485031,2193.430129,2086.414833,4.442439556,87.5519104,8.054792859,467.8045482,469.7495669,1974.570619,86.61995621,25.2241475,44.91969137,0.708946455,0,0,15.66559181,2.057067887,1.293646799,473.5980873,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN181093,F22,F22-m,2/6/2018 12:18,42.48021698,-70.61673737,41.07043839,4.243118286,32.6371994,25.88297653,30.78532982,0.603285372,0.904205143,10.02113724,95.61125946,983.9897461,0.593152881,8.187448502,2191.813622,2076.410374,4.243118286,51.07043839,8.084626082,434.3907308,436.2016209,1961.738849,91.07074819,23.60085889,47.20082129,0.740864496,0,0,15.2819173,2.179417861,1.369485909,439.7254006,Y,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN181093,F22,F22-m,2/6/2018 12:18,42.48021698,-70.61673737,41.07043839,4.243118286,32.6371994,25.88297653,30.78532982,0.603285372,0.904205143,10.02113724,95.61125946,983.9897461,0.593152881,8.187448502,2194.847067,2082.372628,4.243118286,51.07043839,8.075840017,444.8284225,446.6828253,1968.643638,89.56096318,24.16794854,46.36416069,0.726026912,0,0,15.42881062,2.143287133,1.346782359,450.2912756,Y,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN181095,F22,F22-s,2/6/2018 12:21,42.48059845,-70.61617279,1.803949952,3.683878422,32.49523163,25.82452774,30.17690659,0.640559435,0.69402194,10.50990486,98.80561829,1026.32373,653.2705688,8.212402344,2181.426069,2069.629574,3.683878422,11.80395031,8.086728635,429.612852,431.4172268,1957.110649,88.67488337,23.84419615,46.27535269,0.698481187,0,0,15.46141525,2.140989312,1.343398708,434.7671441,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN1810AD,N01,N01-d,2/6/2018 13:27,42.41973114,-70.86595154,29.43711853,3.307025194,32.48856354,25.85397339,29.8681736,0.830372453,1.62175107,10.57753849,98.50725555,1193.063232,1.152981758,8.221743584,2184.619168,2077.471453,3.307025194,39.43711853,8.07719294,437.3194206,439.1654324,1966.85133,86.00733525,24.61279966,45.10309919,0.658606331,0,0,15.72074444,2.065326961,1.295807115,442.4853099,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN1810AF,N01,N01-m,2/6/2018 13:29,42.41991425,-70.86573792,15.14986706,3.300497532,32.48740387,25.85355568,29.85548019,0.829134762,1.665596962,10.59014702,98.60780334,1046.321411,27.86243629,8.230661392,2171.547416,2064.162491,3.300497532,25.14986801,8.079708185,432.5792095,434.4053713,1953.980105,85.83046007,24.35206702,45.25366036,0.661160208,0,0,15.66584688,2.067123849,1.296696183,437.6877401,Y,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN1810AF,N01,N01-m,2/6/2018 13:29,42.41991425,-70.86573792,15.14986706,3.300497532,32.48740387,25.85355568,29.85548019,0.829134762,1.665596962,10.59014702,98.60780334,1046.321411,27.86243629,8.230661392,2174.800386,2067.194145,3.300497532,25.14986801,8.080089457,432.8230178,434.6502089,1956.798539,86.02975581,24.36579222,45.28892364,0.661740902,0,0,15.66585083,2.071923648,1.299707073,437.9344277,Y,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN1810B1,N01,N01-s,2/6/2018 13:31,42.42003632,-70.86549377,1.772036791,3.317881823,32.48778534,25.8522377,29.86443138,0.834751248,0.816860795,10.60475922,98.7870636,784.0783691,508.2967224,8.235870361,2174.291486,2064.45555,3.317881823,11.77203655,8.087054007,425.9068204,427.7043965,1953.250772,87.24379474,23.96096653,45.88859657,0.67288807,0,0,15.5545747,2.106894558,1.321454575,430.9401373,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN18302A,F06,F06-d,4/10/2018 9:34,42.17124557,-70.57511139,35.01588821,4.657271385,32.26591873,25.54540634,30.81351852,0.690223396,3.825193882,10.88199997,104.6256256,470.63974,0.953782737,8.272712708,2180.899301,2049.237201,4.657271385,37.12611389,8.131982902,387.1081563,388.713067,1928.225535,100.2416948,20.7700273,51.34402947,0.854045576,0,0,14.51606926,2.410510338,1.513649335,391.9471919,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN18302B,F06,F06-m,4/10/2018 9:35,42.17137909,-70.5749588,27.12611389,4.535120964,32.21163559,25.51505661,30.66069031,0.622798979,2.36817956,10.79295635,103.4232635,474.5233765,2.327852726,8.273990631,2182.499602,2053.153211,4.535120964,45.01588821,8.12614691,392.1024252,393.730684,1933.157476,98.87119063,21.12456862,50.77365999,0.833594713,0,0,14.62740627,2.373222344,1.490356539,396.9783468,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN18302E,F06,F06-s,4/10/2018 9:39,42.17175674,-70.5745697,1.660529137,4.323260307,31.88872147,25.28019142,30.19558716,0.851127744,2.558875561,10.91065884,103.787674,486.2172852,242.2234192,8.274245262,2158.485095,2036.517755,4.323260307,11.66052914,8.117451344,398.5531199,400.2128382,1920.568383,94.26299065,21.68634543,48.60708825,0.79142668,0,0,14.92487378,2.282259874,1.430949167,403.4656006,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN183054,N07,N07-d,4/10/2018 11:09,42.35589981,-70.70509338,47.63343048,4.512560368,32.44104767,25.69960022,30.84796524,0.597595513,0.620945096,10.23042679,98.12745667,973.7335815,0.673062801,8.263807297,2264.254945,2078.683172,4.512560368,57.63343048,8.256435426,289.0512432,290.2519282,1929.287451,133.8263433,15.56932095,66.19281503,1.127640489,0,0,12.65782134,3.201326432,2.01149592,292.6420133,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN183056,N07,N07-m,4/10/2018 11:12,42.35595322,-70.70482635,26.01768875,4.59243679,32.28747559,25.56924438,30.77365685,0.703069031,4.801989555,10.99277687,105.5385742,965.4298706,5.916415215,8.276834488,2187.490538,2030.932128,4.59243679,36.01768875,8.197208152,327.5525874,328.9117579,1898.692382,114.6316717,17.60805785,58.55396462,0.987230557,0,0,13.47976188,2.756152255,1.730852237,331.6357302,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN183058,N07,N07-s,4/10/2018 11:14,42.3559761,-70.70462799,1.469053745,4.656208038,32.27651978,25.55367661,30.80715179,0.671392918,2.255945206,11.11888599,106.9078979,947.0900269,618.1846313,8.295118332,2184.289938,2039.523066,4.656208038,11.46905422,8.167108748,354.9699712,356.4416611,1912.678577,107.8054019,19.0391178,55.08246659,0.925046746,0,0,13.95122648,2.60490042,1.63546171,359.4069573,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN183080,F22,F22-d,4/10/2018 12:47,42.4801178,-70.61779022,76.21832275,4.820466042,32.71265411,25.8825531,31.35593796,1.211190939,0.763967037,9.789622307,94.77667999,941.2908936,0.531810701,8.251653671,2215.735839,2096.148376,4.820466042,86.21832275,8.083561275,441.3632505,443.1891335,1978.484195,94.19196843,23.47227751,48.0885007,0.787604742,0,0,15.12989882,2.237135887,1.407560465,446.918137,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN183083,F22,F22-m,4/10/2018 12:51,42.48046494,-70.61828613,17.10706902,4.616440773,32.19298553,25.49171066,30.70849037,0.768482924,7.764040947,11.13788319,106.9276581,931.5283203,17.23778152,8.286050797,2189.759769,2032.230938,4.616440773,27.10706902,8.200756007,325.6522062,327.0030599,1899.374288,115.3561177,17.50043486,58.68453818,0.995206313,0,0,13.4539003,2.779831371,1.745182419,329.7159557,Y,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN183083,F22,F22-m,4/10/2018 12:51,42.48046494,-70.61828613,17.10706902,4.616440773,32.19298553,25.49171066,30.70849037,0.768482924,7.764040947,11.13788319,106.9276581,931.5283203,17.23778152,8.286050797,2191.40803,2029.761998,4.616440773,27.10706902,8.210954752,317.3428094,318.6591945,1894.889712,117.8183022,17.05389081,59.86915775,1.018853796,0,0,13.29708876,2.839164659,1.782431949,321.3028677,Y,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN183084,F22,F22-s,4/10/2018 12:52,42.48052979,-70.6184082,1.585099578,4.704453945,32.08782578,25.39894104,30.68470573,0.774048328,2.799534559,11.35120869,109.1341476,928.411499,503.1612244,8.304203033,2179.74034,2027.869818,4.704453945,11.58509922,8.188186864,336.2320726,337.6251823,1897.914088,111.9331534,18.02268208,56.9941226,0.972305595,0,0,13.65085202,2.707103096,1.698943127,340.4438045,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN1830A8,N01,N01-d,4/10/2018 14:35,42.41929245,-70.86439514,28.62626648,4.249286175,32.2318306,25.56027603,30.43915176,0.904694378,1.117868066,10.03232479,95.47584534,1286.463867,4.986476421,8.285839081,2173.576842,2067.959735,4.249286175,38.62626648,8.06330351,457.1898778,459.0956566,1957.544008,85.5220829,24.893544,44.29799424,0.699590464,0,0,15.72455074,2.055950612,1.290471733,462.8068254,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN1830AA,N01,N01-m,4/10/2018 14:37,42.41925049,-70.86458588,12.88261318,4.451423168,32.11397171,25.44608307,30.50043678,0.675352693,4.937355518,10.89188766,104.0904541,1286.442505,69.31443787,8.293995857,2175.734566,2041.985274,4.451423168,22.88261414,8.143252864,375.264797,376.8248713,1920.441455,101.246655,20.2971704,51.95161576,0.855541212,0,0,14.42197343,2.442980565,1.533027845,379.9150293,Y,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN1830AA,N01,N01-m,4/10/2018 14:37,42.41925049,-70.86458588,12.88261318,4.451423168,32.11397171,25.44608307,30.50043678,0.675352693,4.937355518,10.89188766,104.0904541,1286.442505,69.31443787,8.293995857,2171.179371,2046.821967,4.451423168,22.88261414,8.117512283,400.0208205,401.683812,1929.324424,95.86151612,21.63616417,49.33350739,0.806306859,0,0,14.83167914,2.313042548,1.451488678,404.9778262,Y,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN1830AC,N01,N01-s,4/10/2018 14:38,42.41929245,-70.86470795,1.561890721,4.675469875,32.08473969,25.39953804,30.65775681,0.804755032,3.85887599,11.38745975,109.4030533,1349.77478,727.9356079,8.305599213,2168.951722,2017.063147,4.675469875,11.5618906,8.189955299,332.8939599,334.2737703,1887.563049,111.6372347,17.86280551,57.14728452,0.973319814,0,0,13.6134273,2.700025367,1.694428365,337.0587212,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN1840B4,F13,F13-s,5/15/2018 15:31,42.26934052,-70.73316193,1.671368241,11.32147312,31.08753014,23.67487526,35.37120438,1.054903984,0.659974277,10.23802948,113.8522568,2176.013184,1867.337158,8.238963127,2102.232112,1925.22668,11.32147312,11.6713686,8.177613442,358.5642839,359.9265221,1780.677222,129.1396311,15.40979691,61.49108821,1.791265547,0,0,12.28273571,3.141895035,1.986572102,364.6666952,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN1840B2,F13,F13-m,5/15/2018 15:29,42.26916504,-70.73384857,13.31994152,7.340918064,31.55041885,24.65752792,32.42694092,0.909633815,4.282446861,9.813827515,100.1119843,2156.89502,123.060318,8.234484673,2140.095884,2001.591777,7.340918064,23.31994057,8.125477645,401.0777071,402.6825852,1877.02536,104.9221416,19.64422325,52.14600806,1.087894757,0,0,14.00571394,2.537814201,1.59635912,406.7248805,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN184020,N01,N01-d,5/15/2018 8:57,42.41984177,-70.86466217,29.8064518,5.12475872,32.00213623,25.28590012,30.97465897,0.746924579,0.339424938,9.475746155,91.98568726,1179.846069,2.298734188,8.183686256,2175.08222,2056.669697,5.12475872,39.8064537,8.091152921,431.7224197,433.5012193,1940.803175,93.06190922,22.80459281,47.3511601,0.812310846,0,0,15.09503439,2.238799405,1.405948675,437.2290949,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN1840B0,F13,F13-d,5/15/2018 15:27,42.26884079,-70.73433685,23.29810333,5.705092907,31.79319382,25.05472183,31.27430153,0.837536931,2.401237965,9.841955185,96.75169373,2169.833984,15.03375816,8.269835472,2155.014322,2028.949029,5.705092907,33.29810333,8.109618421,411.8633215,413.5472977,1910.394401,97.21955376,21.33490504,49.29378602,0.89492115,0,0,14.66287678,2.344118324,1.472284984,417.25172,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN184046,F22,F22-s,5/15/2018 10:35,42.48133087,-70.61865997,1.633653045,10.51106071,29.82262802,22.8297863,33.39926147,1.010439396,0.917117298,10.06061077,109.0444946,2095.719971,1738.610596,8.243736267,2036.846696,1881.351106,10.51106071,11.63365269,8.162914519,363.940839,365.3380827,1750.36544,114.808705,16.17696727,55.31034846,1.560505205,0,0,12.94171774,2.811626003,1.768528192,369.8970428,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN184042,F22,F22-d,5/15/2018 10:29,42.48065948,-70.61800385,78.17381287,4.771251202,32.42253876,25.6578331,31.06382751,1.104260445,0.237465218,9.008170128,86.94029236,2073.600586,0.695472717,8.220326424,2208.502151,2092.806478,4.771251202,88.17381287,8.077712052,447.4264478,449.2786243,1976.962656,91.96586255,23.87787138,46.84740075,0.768986213,0,0,15.31544613,2.186662847,1.37482481,453.04638,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN184022,N01,N01-m,5/15/2018 9:00,42.41999054,-70.86466217,11.20775223,8.948278427,31.28221703,24.21668625,33.53534698,0.970959783,5.476384163,10.28953648,108.7128906,1413.658936,57.54944992,8.156809807,2130.028933,1959.52625,8.948278427,21.20775223,8.189541909,344.0437489,345.3917315,1819.021553,124.529919,15.9747407,60.48442397,1.469788038,0,0,12.66594151,3.018351307,1.901919187,349.264474,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN184045,F22,F22-m,5/15/2018 10:34,42.48115921,-70.61851501,9.905058861,8.232625961,30.92103577,24.03943062,32.58429337,0.921043396,3.569424868,10.40028763,107.8591156,2079.415283,190.9933167,8.227976799,2109.512272,1941.614676,8.232625961,19.90505981,8.20168692,329.2219615,330.5239958,1803.673854,122.2456541,15.69516006,59.95513999,1.398314693,0,0,12.7324118,2.968912129,1.866756689,334.0534217,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN184045,F22,F22-m,5/15/2018 10:34,42.48115921,-70.61851501,9.905058861,8.232625961,30.92103577,24.03943062,32.58429337,0.921043396,3.569424868,10.40028763,107.8591156,2079.415283,190.9933167,8.227976799,2104.182357,1937.156908,8.232625961,19.90505981,8.200201989,329.6528212,330.9565594,1799.86975,121.5714416,15.71570064,59.78250434,1.393541769,0,0,12.7458865,2.952537904,1.856461102,334.4906043,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN184071,N07,N07-d,5/15/2018 12:35,42.3571701,-70.7053299,49.85847855,4.723248959,32.11392975,25.41801071,30.74397659,0.790356815,0.265304029,9.739997864,93.70246887,2112.522949,1.735389113,8.251852036,2184.710388,2067.836015,4.723248959,59.85847855,8.089353831,432.1031565,433.8930416,1952.536068,92.15768489,23.14224863,47.08784231,0.77946297,0,0,15.21239684,2.207110552,1.386086115,437.5200949,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN184022,N01,N01-m,5/15/2018 9:00,42.41999054,-70.86466217,11.20775223,8.948278427,31.28221703,24.21668625,33.53534698,0.970959783,5.476384163,10.28953648,108.7128906,1413.658936,57.54944992,8.156809807,2123.957787,1968.689754,8.948278427,21.20775223,8.152069427,378.5117033,379.9947333,1835.823833,115.2907282,17.57516691,56.21132769,1.348286626,0,0,13.21882704,2.794412162,1.760810975,384.2554657,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN184024,N01,N01-s,5/15/2018 9:02,42.41999054,-70.86450195,1.215887666,10.65412998,30.99409103,23.71760178,34.7024765,1.152397871,1.647154093,10.4057951,113.9820404,1527.057251,1145.195923,8.191988945,2107.014751,1919.909714,10.64999962,11.22000027,8.212135471,326.5184075,327.7697233,1770.4252,135.1333475,14.35106621,64.51440716,1.814592651,0,0,11.98433445,3.288696747,2.076314396,331.8957819,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN184075,N07,N07-s,5/15/2018 12:40,42.35749054,-70.70467377,1.735193372,10.8746748,31.03002548,23.70796204,34.92809677,0.859329402,0.53543216,10.33204937,113.7468491,2120.474365,1997.950439,8.239190102,2119.421619,1932.127312,10.8746748,11.73519325,8.206972203,333.4661008,334.740329,1781.867656,135.7138729,14.54575584,64.29870548,1.833941365,0,0,12.01304026,3.302127065,2.085870712,339.0183806,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN184074,N07,N07-m,5/15/2018 12:39,42.35749054,-70.70483398,12.64682007,8.140299797,31.40102196,24.42905045,32.96338654,0.892897308,3.766732693,10.53880501,109.4029922,2117.608154,244.493042,8.232866287,2136.614996,1955.458206,8.140299797,22.64682007,8.224515101,311.8847267,313.1196864,1809.996968,130.5871329,14.87409477,63.97502941,1.474909989,0,0,12.32922267,3.161758584,1.990420163,316.4412449,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
BH,SG1,,6/15/2018 12:06,42.346533,-70.960667,1,12.35,,,,,,,,,,,2103.919189,1983.074951,12.35000038,11,7.895552817,548.0154184,550.0699847,1863.296242,96.9566392,22.8220556,45.35652993,1.366068852,0,0,14.47042541,2.364387595,1.496671261,557.8318073,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
BH,SG1,,6/15/2018 12:06,42.346533,-70.960667,1,12.35,,,,,,,,,,,2108.121826,1979.253296,12.35000038,11,7.919769315,516.5948417,518.531609,1856.02107,101.6982544,21.53393024,47.27622537,1.440204777,0,0,14.15388063,2.482402174,1.570621222,525.8490787,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
BH,SG1,,6/15/2018 11:56,42.346533,-70.960667,5,9.5,,,,,,,,,,,2105.73877,1986.026733,9.5,15,7.938904339,484.848719,486.7347684,1868.924127,94.93032078,22.17231583,45.83426125,1.13142085,0,0,14.68367111,2.311086751,1.455143903,492.4033558,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
BH,SG1,,6/15/2018 11:56,42.346533,-70.960667,5,9.5,,,,,,,,,,,2106.573486,1985.794189,9.5,15,7.942741599,480.5236813,482.3929064,1868.230656,95.58052724,21.98298333,46.0531612,1.140174388,0,0,14.64423121,2.327752013,1.465353928,488.011134,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN185040,F06,F06-d,6/22/2018 10:26,42.17116547,-70.57649994,32.15967941,6.638208866,31.79206848,24.94005966,32.06290436,0.578778386,0.62755686,9.554124832,96.02485657,2006.956421,6.290344715,8.238534927,2180.657959,2038.035522,6.639999866,42.15967941,8.026733494,390.9054224,392.4840941,1910.622573,107.8210502,19.59191879,53.35198907,1.050951524,0,0,13.98363563,2.595147798,1.632173121,396.2366849,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN185042,F06,F06-m,6/22/2018 10:29,42.17100143,-70.57649994,14.19363689,9.732655525,31.36821365,24.16141129,34.29096222,0.785737276,3.001860619,10.1557827,109.2625351,2049.998291,144.269043,8.199158669,2155.048096,1987.821899,9.729999542,24.19363785,8.047243593,373.034941,374.4817002,1847.303986,123.6533561,16.86454636,58.94246965,1.504037814,0,0,12.84210302,2.994712915,1.889968858,378.9101142,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN185044,F06,F06-s,6/22/2018 10:30,42.17100143,-70.57666779,1.626716495,16.09659386,30.8698597,22.55271912,39.31702423,0.738890707,0.535432339,9.11767292,111.8059998,2060.30542,1891.37207,8.194821358,2112.759277,1906.109741,16.10000038,11.62671661,8.055665163,371.8694791,373.1985121,1741.794534,150.5244823,13.79072498,67.12772671,2.797021628,0,0,11.29063543,3.681602409,2.349071608,379.9391808,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN18506B,N07,N07-d,6/22/2018 12:25,42.35633469,-70.70666504,47.1294632,5.702172279,31.92110634,25.15637207,31.39578247,0.607594192,0.507153869,9.158133507,90.09854889,2035.515015,1.722666502,8.264608383,2191.714355,2082.941162,5.699999809,57.1294632,7.944280164,481.3234393,483.2915483,1969.481459,88.54070645,24.91895721,44.3731131,0.789822388,0,0,15.57446395,2.123483233,1.334515404,487.6188731,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN18506D,N07,N07-m,6/22/2018 12:27,42.35633469,-70.70700073,25.85593605,7.31264019,31.88993454,24.92843437,32.72296524,0.81208086,6.453875065,10.47609234,107.0327301,2047.895508,22.5087471,8.223478317,2191.794922,2029.897461,7.309999943,35.85593414,8.062765501,359.0291423,360.4663506,1892.587121,119.7415212,17.56877046,58.5076105,1.226068574,0,0,13.21535328,2.884123263,1.815977995,364.076461,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN18506F,N07,N07-s,6/22/2018 12:29,42.35633469,-70.70733643,1.892858863,16.62107849,31.05134392,22.57398987,39.9936142,0.888152063,0.519315004,9.127562523,113.2215347,1917.110596,1898.942993,8.190244675,2122.041992,1899.764893,16.62000084,11.89285851,8.07696745,351.9875256,353.2372576,1726.173877,160.7505944,12.84040165,71.27806306,3.097414757,0,0,10.88166672,3.929385951,2.511406217,359.8357063,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN18509B,F22,F22-d,6/22/2018 14:29,42.47999954,-70.6190033,76.22619629,5.369566441,32.08646774,25.32567215,31.27453613,2.163221836,0.601805866,9.530855179,93.1206131,1586.19165,,8.267550468,2199.41333,2056.375244,5.369999886,86.22619629,8.048991357,374.057721,375.5939246,1929.215687,107.5835695,19.57588891,54.08034309,0.959170414,0,0,14.06478517,2.563266768,1.611452607,378.8797755,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN18509D,F22,F22-m,6/22/2018 14:33,42.47999954,-70.61933136,21.20370102,7.867666721,31.74480057,24.73764801,33.05934906,0.715364277,4.702813148,10.45696068,108.1154556,1730.46582,29.31254959,8.232172012,2182.763916,2024.190552,7.869999886,31.20370102,8.048237724,372.8834328,374.3651666,1888.322994,117.9542077,17.9132987,57.2883323,1.253366067,0,0,13.30201281,2.846001542,1.792679836,378.2625207,Y,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN18509D,F22,F22-m,6/22/2018 14:33,42.47999954,-70.61933136,21.20370102,7.867666721,31.74480057,24.73764801,33.05934906,0.715364277,4.702813148,10.45696068,108.1154556,1730.46582,29.31254959,8.232172012,2182.952393,2010.875122,7.869999886,31.20370102,8.089113199,341.7388828,343.0968569,1868.448901,126.0091314,16.4171163,61.14028753,1.353198691,0,0,12.7976943,3.040350905,1.91509937,346.6686901,Y,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN18509F,F22,F22-s,6/22/2018 14:35,42.47999954,-70.61949921,2.146175623,16.46881104,30.93379593,22.51836777,39.72191238,0.909177899,0.670597136,9.409160614,116.2811966,2104.844971,1848.914917,8.192802429,2130.649902,1921.514404,16.46999931,12.14617538,8.051705176,379.0057769,380.35399,1754.823393,152.7941071,13.89689836,67.37278314,2.874645974,0,0,11.26844297,3.736976378,2.386808369,387.3907058,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN1850B5,N01,N01-d,6/22/2018 15:58,42.41866684,-70.86566925,28.18972206,6.898165703,31.64879417,24.79368591,32.14995575,0.697705507,1.434882641,9.196196556,92.90606689,2118.509277,6.743466854,8.314709663,2168.654297,2030.469482,6.900000095,38.18972015,8.01375174,403.0789289,404.701197,1905.257123,105.1767691,20.03558516,52.0079199,1.045506826,0,0,14.13010758,2.535312756,1.594472204,408.6413784,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
WN1850B7,N01,N01-m,6/22/2018 16:00,42.41883469,-70.86633301,15.31778908,10.20985794,31.39466858,24.10427284,34.72830582,0.920072913,3.934113264,10.15244007,110.4059677,2420.575928,73.69542694,8.256446838,2129.317383,1955.991577,10.21000004,25.31778908,8.057161518,359.4161838,360.8014566,1813.16713,126.8339539,15.99052677,60.87496119,1.616421004,0,0,12.51879047,3.071315474,1.940027783,365.2092431,N,ToRies_Labprocessed2018_sharedSeaGlass,,,,,,,,,,
